project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,parking,developers
Spenta Altavista,17500000,477,2,2,Chembur,Mumbai,19.0459181155422,72.8975231581492,Unfurnished,Apartment,0,16,10,Resale,Ready to Move,,Spenta and Sabari Group
Spenta Altavista,30000000,713,3,3,Chembur,Mumbai,19.0459181155422,72.8975231581492,Semi-Furnished,Apartment,0,16,10,Resale,Ready to Move,,Spenta and Sabari Group
Spenta Altavista,26500000,1045,3,3,Chembur,Mumbai,19.0459181155422,72.8975231581492,Unfurnished,Apartment,0,16,10,Resale,Ready to Move,,Spenta and Sabari Group
Spenta Altavista,19500000,477,2,2,Chembur,Mumbai,19.0459181155422,72.8975231581492,Semi-Furnished,Apartment,0,16,10,Resale,Ready to Move,,Spenta and Sabari Group
Spenta Altavista,12800000,333,1,2,Chembur,Mumbai,19.0459181155422,72.8975231581492,Semi-Furnished,Apartment,0,16,10,Resale,Ready to Move,,Spenta and Sabari Group
Veena Serenity,17000000,670,2,3,Shell Colony,Mumbai,19.0652541768447,72.8934169110109,Furnished,Apartment,0,11,5,Resale,Ready to Move,,Veena Developers
Kukreja Golf Scappe,62500000,1584,4,4,Chembur,Mumbai,19.0459181155422,72.8975231581492,Unfurnished,Apartment,0,11,10,Resale,Ready to Move,,Kukreja Construction Company
Wadhwa Atmosphere,30000000,864,3,3,Mulund West,Mumbai,19.1749536837097,72.943103519999,Semi-Furnished,Apartment,0,12,10,Resale,Ready to Move,,The Wadhwa Group
Wadhwa Atmosphere,18700000,477,2,2,Mulund West,Mumbai,19.1749536837097,72.943103519999,Semi-Furnished,Apartment,0,12,10,Resale,Ready to Move,,The Wadhwa Group
Akurli Om,16500000,925,3,2,Kandivali East,Mumbai,19.2050017,72.8692711,Semi-Furnished,Apartment,0,3,10,Resale,Ready to Move,,Cooperative Group Housing Society
